DATA,PRECIPITACAO TOTAL,PRECIPITACAO MEDIA,PRESSAO ATMOSFERICA MEDIA,RADIACAO GLOBAL MEDIA,TEMPERATURA MINIMA,TEMPERATURA MAXIMA,TEMPERATURA MEDIA,PONTO DE ORVALHO MEDIA,UMIDADE RELATIVA DO AR MINIMA,UMIDADE RELATIVA DO AR MEDIA,VELOCIDADE DO VENTO MEDIA,QUANTIDADE FOCOS,OCORREU FOGO
2012-01-01,5.800000000000001,0.2416666666666667,874.5916666666668,1172.6142857142856,18.4,23.8,20.212500000000006,17.058333333333334,61.0,82.83333333333333,2.1750000000000003,0.0,False
2012-01-02,18.2,0.7583333333333333,872.9958333333333,374.8230769230769,18.1,19.8,19.116666666666667,16.941666666666666,81.0,87.33333333333333,4.295833333333334,0.0,False
2012-01-03,49.60000000000001,2.066666666666667,874.8166666666666,464.83571428571423,16.7,21.1,18.091666666666665,16.895833333333332,78.0,92.875,3.1375000000000006,0.0,False
2012-01-04,47.400000000000006,1.9750000000000003,876.5416666666666,682.0785714285714,15.6,20.1,17.270833333333332,16.0375,80.0,92.58333333333333,1.6666666666666663,0.0,False
2012-01-05,6.0,0.25,875.7708333333331,1455.1923076923076,17.2,25.0,20.275000000000002,15.920833333333329,59.0,76.66666666666667,1.625,0.0,False
2012-01-06,0.6,0.024999999999999998,875.6166666666668,1139.4714285714285,17.3,25.2,20.545833333333338,17.0625,56.0,81.66666666666667,2.0875,0.0,False
2012-01-07,51.599999999999994,2.15,876.5708333333333,768.8384615384616,15.8,21.0,18.429166666666667,16.870833333333337,78.0,90.91666666666667,1.8708333333333333,0.0,False
2012-01-08,18.0,0.75,876.9666666666667,750.4230769230769,17.0,22.9,18.79166666666667,17.2125,71.0,90.91666666666667,1.0083333333333335,9.0,True
2012-01-09,11.0,0.4583333333333333,876.3333333333331,535.2,16.4,21.1,18.00833333333333,16.729166666666668,80.0,92.375,2.2291666666666665,9.0,True
2012-01-10,22.4,0.9333333333333332,876.1583333333333,389.02307692307687,15.5,18.5,17.537500000000005,16.758333333333336,92.0,95.375,2.3125000000000004,0.0,False
2012-01-11,0.0,0.0,876.4666666666666,548.0846153846155,17.1,20.8,18.350000000000005,16.604166666666664,82.0,89.75,2.75,2.0,True
2012-01-12,0.2,0.008333333333333333,876.7124999999997,696.1384615384613,17.2,21.5,18.858333333333334,16.587499999999995,77.0,87.0,2.5,0.0,False
2012-01-13,1.4,0.05833333333333333,876.125,1283.3714285714286,16.6,25.1,20.045833333333334,17.087500000000002,65.0,84.125,3.2875,0.0,False
2012-01-14,2.4,0.09999999999999999,876.7333333333335,1245.4428571428573,16.7,24.8,19.974999999999998,17.06666666666667,63.0,84.375,1.9749999999999996,0.0,False
2012-01-15,0.6000000000000001,0.025000000000000005,876.9208333333335,1255.8999999999994,17.3,26.2,20.079166666666673,17.083333333333332,59.0,84.08333333333333,1.6958333333333335,0.0,False
2012-01-16,0.0,0.0,876.5208333333331,1016.4499999999998,16.6,25.4,20.250000000000007,16.65,58.0,81.25,1.3583333333333334,0.0,False
2012-01-17,13.4,0.5583333333333333,875.4958333333335,1118.2785714285715,17.0,25.2,19.7625,16.85833333333333,57.0,84.16666666666667,1.5541666666666665,0.0,False
2012-01-18,20.6,0.8583333333333334,875.5458333333332,599.7153846153846,17.3,22.0,18.570833333333336,17.041666666666664,74.0,91.08333333333333,1.0291666666666666,0.0,False
2012-01-19,0.2,0.008333333333333333,875.3250000000002,1329.8384615384616,16.1,24.0,18.875,16.091666666666665,63.0,84.875,1.683333333333333,0.0,False
2012-01-20,14.0,0.5833333333333334,876.0583333333334,1074.1153846153845,15.9,24.2,19.441666666666666,16.46666666666667,63.0,83.91666666666667,1.1833333333333333,0.0,False
2012-01-21,0.0,0.0,875.5291666666666,1651.6615384615386,15.4,26.2,20.345833333333335,16.299999999999997,53.0,79.16666666666667,1.583333333333333,0.0,False
2012-01-22,0.6000000000000001,0.025000000000000005,874.6999999999999,1742.4785714285715,16.9,26.7,21.299999999999997,16.04583333333333,45.0,74.16666666666667,2.016666666666667,0.0,False
2012-01-23,16.799999999999997,0.6999999999999998,874.8208333333336,1535.828571428571,16.2,26.0,20.416666666666668,16.020833333333332,43.0,78.04166666666667,1.9583333333333333,0.0,False
2012-01-24,0.0,0.0,874.7416666666664,1793.723076923077,17.3,25.5,20.40833333333333,16.745833333333326,61.0,80.375,2.6166666666666663,0.0,False
2012-01-25,0.0,0.0,875.3708333333333,1570.953846153846,16.7,25.3,20.6875,16.712500000000002,60.0,79.41666666666667,1.6375000000000002,0.0,False
2012-01-26,0.6,0.024999999999999998,875.0208333333334,1771.1923076923076,16.6,27.3,20.608333333333334,16.470833333333328,51.0,79.16666666666667,1.6875,0.0,False
2012-01-27,4.8,0.19999999999999998,874.9041666666666,1777.192307692308,15.7,28.0,20.358333333333334,15.825000000000001,41.0,77.25,1.6458333333333337,0.0,False
2012-01-28,20.8,0.8666666666666667,875.7708333333335,971.5307692307692,16.4,25.6,19.329166666666666,16.179166666666664,50.0,83.25,1.4333333333333336,0.0,False
2012-01-29,1.4000000000000001,0.05833333333333334,874.8083333333335,820.376923076923,15.9,24.9,20.045833333333334,16.175,54.0,79.375,1.1125,0.0,False
2012-01-30,0.2,0.008333333333333333,873.9999999999999,1696.246153846154,17.1,26.9,20.875000000000004,17.183333333333337,48.0,81.33333333333333,2.0875000000000004,0.0,False
2012-01-31,39.0,1.625,874.475,1084.6230769230767,15.7,23.5,18.508333333333336,17.170833333333334,74.0,92.16666666666667,1.625,0.0,False
2012-02-01,6.2,0.25833333333333336,875.5333333333333,1232.8692307692309,16.1,24.2,19.433333333333334,16.891666666666662,66.0,85.95833333333333,2.4458333333333333,0.0,False
2012-02-02,0.0,0.0,875.7666666666665,1018.3923076923074,17.2,23.1,18.904166666666665,16.929166666666667,68.0,88.54166666666667,3.1833333333333336,0.0,False
2012-02-03,0.0,0.0,876.0583333333334,1478.0,17.2,24.3,20.091666666666672,16.345833333333335,60.0,80.08333333333333,3.3250000000000006,0.0,False
2012-02-04,0.0,0.0,876.3416666666667,2277.1,15.3,25.9,20.74583333333333,14.512500000000001,46.0,69.04166666666667,3.420833333333334,0.0,False
2012-02-05,0.0,0.0,876.7416666666667,1927.3230769230772,14.4,25.8,20.283333333333324,14.895833333333334,54.0,72.66666666666667,2.5875,0.0,False
2012-02-06,0.0,0.0,876.6791666666668,1917.0384615384614,17.9,28.0,22.09583333333333,14.766666666666667,35.0,65.25,2.5791666666666666,23.0,True
2012-02-07,0.0,0.0,875.4833333333335,1759.423076923077,17.3,27.3,21.4375,15.150000000000004,49.0,68.375,2.0083333333333333,0.0,False
2012-02-08,0.2,0.008333333333333333,874.0916666666666,1480.046153846154,15.1,28.0,20.883333333333336,14.433333333333332,48.0,67.83333333333333,1.3666666666666665,6.0,True
2012-02-09,24.4,1.0166666666666666,874.5208333333334,1652.8307692307692,15.9,28.0,20.4625,15.108333333333334,43.0,72.91666666666667,2.4500000000000006,3.0,True
2012-02-10,1.7999999999999998,0.075,874.9958333333333,1061.6615384615384,17.2,24.9,19.48333333333333,16.629166666666666,63.0,84.25,1.6875000000000002,10.0,True
2012-02-11,5.600000000000001,0.2333333333333334,875.775,1299.8538461538462,17.7,22.9,19.575,16.816666666666666,65.0,84.70833333333333,1.7416666666666665,0.0,False
2012-02-12,17.399999999999995,0.7249999999999998,875.2000000000002,1006.7615384615383,16.8,22.4,18.858333333333338,16.933333333333334,67.0,88.95833333333333,0.9458333333333333,0.0,False
